"date","swe_mm","waterYear"
2003-10-26,0,2004
2003-11-02,0,2004
2003-11-09,0,2004
2003-11-16,0,2004
2003-11-23,0,2004
2003-11-30,0,2004
2003-12-07,0.0327714285714286,2004
2003-12-14,0.00204285714285714,2004
2003-12-21,0.217571428571429,2004
2003-12-28,0.412842857142857,2004
2004-01-04,0.436985714285714,2004
2004-01-11,0.133028571428571,2004
2004-01-18,0.359885714285714,2004
2004-01-25,1.14088571428571,2004
2004-02-01,1.26124285714286,2004
2004-02-08,0.369014285714286,2004
2004-02-15,0.0526,2004
2004-02-22,0.522416666666667,2004
2004-02-29,0.700571428571429,2004
2004-03-07,0.0319142857142857,2004
2004-03-14,0,2004
2004-03-21,0,2004
2004-03-28,0,2004
2004-04-04,1.31698571428571,2004
2004-04-11,0.0159714285714286,2004
2004-04-18,0.0029,2004
2004-04-25,0.00165,2004
2004-10-31,0,2005
2004-11-07,0,2005
2004-11-14,2.43844285714286,2005
2004-11-21,1.68132857142857,2005
2004-11-28,1.28105714285714,2005
2004-12-05,4.97401428571429,2005
2004-12-12,1.93957142857143,2005
2004-12-19,1.37204285714286,2005
2004-12-26,0.454785714285714,2005
2005-01-02,1.2815,2005
2005-01-09,1.35571428571429,2005
2005-01-16,0.347628571428571,2005
2005-01-23,0.0298428571428571,2005
2005-01-30,0.854028571428571,2005
2005-02-06,1.7111,2005
2005-02-13,0.880142857142857,2005
2005-02-20,0.773785714285714,2005
2005-02-27,0.655728571428571,2005
2005-03-06,0.0298428571428571,2005
2005-03-13,0,2005
2005-03-20,0.285685714285714,2005
2005-03-27,0.253428571428571,2005
2005-04-03,0,2005
2005-04-10,0.0209857142857143,2005
2005-04-17,0,2005
2005-04-24,0,2005
2005-10-30,0,2006
2005-11-06,0,2006
2005-11-13,0,2006
2005-11-20,0,2006
2005-11-27,0.300157142857143,2006
2005-12-04,0.349742857142857,2006
2005-12-11,0.582242857142857,2006
2005-12-18,0.00875714285714286,2006
2005-12-25,0,2006
2006-01-01,0,2006
2006-01-08,0,2006
2006-01-15,1.9847,2006
2006-01-22,4.07492857142857,2006
2006-01-29,1.27818571428571,2006
2006-02-05,0.0554571428571429,2006
2006-02-12,0.398985714285714,2006
2006-02-19,0.0176857142857143,2006
2006-02-26,0,2006
2006-03-05,2.61541428571429,2006
2006-03-12,30.1282285714286,2006
2006-03-19,19.8123857142857,2006
2006-03-26,5.99221428571429,2006
2006-04-02,0.908328571428571,2006
2006-04-09,0,2006
2006-04-16,0,2006
2006-04-23,0,2006
2006-04-30,0,2006
2006-10-29,0,2007
2006-11-05,0,2007
2006-11-12,0.465414285714286,2007
2006-11-19,0,2007
2006-11-26,0.588085714285714,2007
2006-12-03,0.0331142857142857,2007
2006-12-10,0.385414285714286,2007
2006-12-17,8.15625714285714,2007
2006-12-24,6.69277142857143,2007
2006-12-31,2.83988571428571,2007
2007-01-07,1.6335,2007
2007-01-14,6.89904285714286,2007
2007-01-21,11.284,2007
2007-01-28,13.4462428571429,2007
2007-02-04,14.7031857142857,2007
2007-02-11,8.4448,2007
2007-02-18,10.4098428571429,2007
2007-02-25,8.30791428571429,2007
2007-03-04,3.49038571428571,2007
2007-03-11,0.0988714285714286,2007
2007-03-18,0.00675714285714286,2007
2007-03-25,3.93061666666667,2007
2007-04-01,0.7698,2007
2007-04-08,0.890642857142857,2007
2007-04-15,0.350542857142857,2007
2007-04-22,0.0257571428571429,2007
2007-04-29,0,2007
2007-10-28,0,2008
2007-11-04,0,2008
2007-11-11,0,2008
2007-11-18,0,2008
2007-11-25,0,2008
2007-12-02,0.0905714285714286,2008
2007-12-09,33.5825857142857,2008
2007-12-16,39.3822285714286,2008
2007-12-23,34.8326857142857,2008
2007-12-30,29.3373,2008
2008-01-06,56.9632142857143,2008
2008-01-13,63.4016857142857,2008
2008-01-20,56.8464,2008
2008-01-27,69.7554571428572,2008
2008-02-03,90.5983571428571,2008
2008-02-10,89.3798714285714,2008
2008-02-17,95.4083428571429,2008
2008-02-24,116.157214285714,2008
2008-03-02,97.5918142857143,2008
2008-03-09,85.7922333333333,2008
2008-03-16,63.3879714285714,2008
2008-03-23,36.8013714285714,2008
2008-03-30,9.04635714285714,2008
2008-04-06,5.20571428571429,2008
2008-04-13,1.9731,2008
2008-04-20,0.132885714285714,2008
2008-04-27,0.00105,2008
2008-10-26,0,2009
2008-11-02,0.334514285714286,2009
2008-11-09,0.138357142857143,2009
2008-11-16,0,2009
2008-11-23,0.678285714285714,2009
2008-11-30,0.326342857142857,2009
2008-12-07,1.6145,2009
2008-12-14,27.5413142857143,2009
2008-12-21,60.7617,2009
2008-12-28,82.5497285714286,2009
2009-01-04,83.3911,2009
2009-01-11,71.0261285714286,2009
2009-01-18,60.8417857142857,2009
2009-01-25,45.5448857142857,2009
2009-02-01,36.9964142857143,2009
2009-02-08,48.2512714285714,2009
2009-02-15,52.8947857142857,2009
2009-02-22,31.8930714285714,2009
2009-03-01,12.4152857142857,2009
2009-03-08,4.32968571428571,2009
2009-03-15,2.9294,2009
2009-03-22,2.23945714285714,2009
2009-03-29,1.42971428571429,2009
2009-04-05,2.42178571428571,2009
2009-04-12,1.00445714285714,2009
2009-04-19,7.14285714285714e-05,2009
2009-04-26,0,2009
2009-11-01,0.9659,2010
2009-11-08,0,2010
2009-11-15,0.569128571428571,2010
2009-11-22,0,2010
2009-11-29,0.374014285714286,2010
2009-12-06,13.7578714285714,2010
2009-12-13,21.1616428571429,2010
2009-12-20,21.9866857142857,2010
2009-12-27,35.7312857142857,2010
2010-01-03,46.6758714285714,2010
2010-01-10,40.3579857142857,2010
2010-01-17,61.0834571428571,2010
2010-01-24,166.466428571429,2010
2010-01-31,195.362057142857,2010
2010-02-07,208.791842857143,2010
2010-02-14,215.827157142857,2010
2010-02-21,254.7952,2010
2010-02-28,284.561914285714,2010
2010-03-07,302.200371428571,2010
2010-03-14,316.927528571429,2010
2010-03-21,301.708685714286,2010
2010-03-28,275.427242857143,2010
2010-04-04,204.094257142857,2010
2010-04-11,111.502557142857,2010
2010-04-18,37.6526571428571,2010
2010-04-25,14.2448,2010
2010-10-31,0,2011
2010-11-07,0.0452857142857143,2011
2010-11-14,0,2011
2010-11-21,9.85621428571429,2011
2010-11-28,10.8263428571429,2011
2010-12-05,1.66282857142857,2011
2010-12-12,5.66375714285714,2011
2010-12-19,20.5540571428571,2011
2010-12-26,27.7895571428571,2011
2011-01-02,63.0414857142857,2011
2011-01-09,72.1153142857143,2011
2011-01-16,61.4435714285714,2011
2011-01-23,53.2611714285714,2011
2011-01-30,50.968,2011
2011-02-06,52.6645285714286,2011
2011-02-13,45.8604428571429,2011
2011-02-20,54.2202714285714,2011
2011-02-27,52.7870857142857,2011
2011-03-06,49.0619,2011
2011-03-13,25.3935857142857,2011
2011-03-20,8.24988571428571,2011
2011-03-27,5.05975714285714,2011
2011-04-03,0.304957142857143,2011
2011-04-10,0.723228571428571,2011
2011-04-17,0.00371428571428571,2011
2011-04-24,0,2011
2011-10-30,0,2012
2011-11-06,8.94958571428571,2012
2011-11-13,8.15928571428571,2012
2011-11-20,8.57512857142857,2012
2011-11-27,8.03461428571429,2012
2011-12-04,20.7714142857143,2012
2011-12-11,19.9925714285714,2012
2011-12-18,33.0309142857143,2012
2011-12-25,31.6869285714286,2012
2012-01-01,24.7637571428571,2012
2012-01-08,22.9402714285714,2012
2012-01-15,24.8133,2012
2012-01-22,35.6380428571429,2012
2012-01-29,39.9102714285714,2012
2012-02-05,42.8735428571429,2012
2012-02-12,55.8993428571429,2012
2012-02-19,60.3865428571429,2012
2012-02-26,57.533,2012
2012-03-04,56.5829285714286,2012
2012-03-11,47.0752142857143,2012
2012-03-18,24.7767857142857,2012
2012-03-25,5.07191428571429,2012
2012-04-01,0.331328571428571,2012
2012-04-08,0.0425,2012
2012-04-15,3.49895714285714,2012
2012-04-22,0,2012
2012-04-29,0,2012
2012-10-28,0,2013
2012-11-04,0,2013
2012-11-11,5.27615714285714,2013
2012-11-18,0.00868571428571429,2013
2012-11-25,0,2013
2012-12-02,0,2013
2012-12-09,1.78137142857143,2013
2012-12-16,23.7024833333333,2013
2012-12-23,35.0421,2013
2012-12-30,43.0306142857143,2013
2013-01-06,41.4942428571429,2013
2013-01-13,45.9950285714286,2013
2013-01-20,41.1650857142857,2013
2013-01-27,59.7532571428571,2013
2013-02-03,77.3467142857143,2013
2013-02-10,104.404014285714,2013
2013-02-17,101.5618,2013
2013-02-24,126.614042857143,2013
2013-03-03,118.3253,2013
2013-03-10,86.1945142857143,2013
2013-03-17,49.6327857142857,2013
2013-03-24,35.8706142857143,2013
2013-03-31,11.9060714285714,2013
2013-04-07,7.78854285714286,2013
2013-04-14,0.5154,2013
2013-04-21,0.0385571428571429,2013
2013-04-28,0,2013
2013-10-27,0.42825,2014
2013-11-03,0.693728571428571,2014
2013-11-10,0.0126571428571429,2014
2013-11-17,2.70168571428571,2014
2013-11-24,33.1935857142857,2014
2013-12-01,17.5934142857143,2014
2013-12-08,27.1180428571429,2014
2013-12-15,23.5477571428571,2014
2013-12-22,23.1767571428571,2014
2013-12-29,18.2373571428571,2014
2014-01-05,12.0981428571429,2014
2014-01-12,10.1461428571429,2014
2014-01-19,6.99372857142857,2014
2014-01-26,5.23231428571429,2014
2014-02-02,11.0890142857143,2014
2014-02-09,12.5217,2014
2014-02-16,2.40364285714286,2014
2014-02-23,1.82162857142857,2014
2014-03-02,18.1811714285714,2014
2014-03-09,5.41768571428571,2014
2014-03-16,0.896085714285714,2014
2014-03-23,1.80477142857143,2014
2014-03-30,1.78315714285714,2014
2014-04-06,0.521771428571429,2014
2014-04-13,0.0930857142857143,2014
2014-04-20,0,2014
2014-04-27,4.354375,2014
2014-10-26,0,2015
2014-11-02,0,2015
2014-11-09,0.00148571428571429,2015
2014-11-16,3.27074285714286,2015
2014-11-23,0.330142857142857,2015
2014-11-30,0.441857142857143,2015
2014-12-07,0.429942857142857,2015
2014-12-14,7.37642857142857,2015
2014-12-21,9.02067142857143,2015
2014-12-28,11.8369571428571,2015
2015-01-04,18.7341428571429,2015
2015-01-11,30.8925571428571,2015
2015-01-18,37.5489714285714,2015
2015-01-25,30.5964857142857,2015
2015-02-01,41.4106285714286,2015
2015-02-08,10.7034714285714,2015
2015-02-15,3.03948571428571,2015
2015-02-22,16.7718571428571,2015
2015-03-01,42.6995,2015
2015-03-08,27.5666142857143,2015
2015-03-15,10.1141428571429,2015
2015-03-22,0.394114285714286,2015
2015-03-29,0,2015
2015-04-05,0,2015
2015-04-12,0.168042857142857,2015
2015-04-19,0.000142857142857143,2015
2015-04-26,5.1319,2015
2015-11-01,4.15148571428571,2016
2015-11-08,5.8229,2016
2015-11-15,12.9062428571429,2016
2015-11-22,6.63182857142857,2016
2015-11-29,2.32184285714286,2016
2015-12-06,1.66837142857143,2016
2015-12-13,21.6981857142857,2016
2015-12-20,43.3544714285714,2016
2015-12-27,67.3369285714286,2016
2016-01-03,78.0019428571429,2016
2016-01-10,93.5688,2016
2016-01-17,92.3893,2016
2016-01-24,88.2334571428571,2016
2016-01-31,89.3734142857143,2016
2016-02-07,83.2874142857143,2016
2016-02-14,51.3827428571429,2016
2016-02-21,16.4775,2016
2016-02-28,7.55735714285714,2016
2016-03-06,1.67511428571429,2016
2016-03-13,0.387814285714286,2016
2016-03-20,0.0758,2016
2016-03-27,1.50925714285714,2016
2016-04-03,0.131357142857143,2016
2016-04-10,1.28365714285714,2016
2016-04-17,8.04255714285714,2016
2016-04-24,0.218228571428571,2016
2016-10-30,0,2017
2016-11-06,0,2017
2016-11-13,0,2017
2016-11-20,0.795871428571429,2017
2016-11-27,13.1418285714286,2017
2016-12-04,18.1993714285714,2017
2016-12-11,5.07284285714286,2017
2016-12-18,38.0373428571429,2017
2016-12-25,52.4268571428571,2017
2017-01-01,67.8836285714286,2017
2017-01-08,64.5405,2017
2017-01-15,67.3929,2017
2017-01-22,134.412671428571,2017
2017-01-29,150.449871428571,2017
2017-02-05,118.667728571429,2017
2017-02-12,83.4467285714286,2017
2017-02-19,77.7037285714286,2017
2017-02-26,89.2119428571429,2017
2017-03-05,79.3033714285714,2017
2017-03-12,41.3082428571429,2017
2017-03-19,8.72861428571429,2017
2017-03-26,5.57314285714286,2017
2017-04-02,4.62201428571429,2017
2017-04-09,0.198571428571429,2017
2017-04-16,0,2017
2017-04-23,0.424542857142857,2017
2017-04-30,1.2721,2017
2017-10-29,0,2018
2017-11-05,0,2018
2017-11-12,0.0086,2018
2017-11-19,0,2018
2017-11-26,0,2018
2017-12-03,0,2018
2017-12-10,0,2018
2017-12-17,0.3844,2018
2017-12-24,0,2018
2017-12-31,0,2018
2018-01-07,5.74877142857143,2018
2018-01-14,7.12605714285714,2018
2018-01-21,9.09102857142857,2018
2018-01-28,3.78457142857143,2018
2018-02-04,0.543342857142857,2018
2018-02-11,3.22731428571429,2018
2018-02-18,7.22377142857143,2018
2018-02-25,3.7591,2018
2018-03-04,0.0142285714285714,2018
2018-03-11,3.54478571428571,2018
2018-03-18,1.97215714285714,2018
2018-03-25,0.0210714285714286,2018
2018-04-01,0,2018
2018-04-08,0,2018
2018-04-15,0.254514285714286,2018
2018-04-22,0,2018
2018-04-29,0,2018
2018-10-28,0.378233333333333,2019
2018-11-04,0,2019
2018-11-11,0,2019
2018-11-18,0.845357142857143,2019
2018-11-25,0.2195,2019
2018-12-02,0.1848,2019
2018-12-09,0.1848,2019
2018-12-16,5.361,2019
2018-12-23,0.1848,2019
2018-12-30,0.1848,2019
2019-01-06,63.8301714285714,2019
2019-01-13,92.0289,2019
2019-01-20,127.433642857143,2019
2019-01-27,121.752542857143,2019
2019-02-03,123.2229,2019
2019-02-10,145.023428571429,2019
2019-02-17,164.666657142857,2019
2019-02-24,180.041628571429,2019
2019-03-03,167.606342857143,2019
2019-03-10,165.545328571429,2019
2019-03-17,166.8564,2019
2019-03-24,149.7374,2019
2019-03-31,117.180942857143,2019
2019-04-07,75.0347428571429,2019
2019-04-14,50.6193428571429,2019
2019-04-21,13.4413571428571,2019
2019-04-28,0.4365,2019
